fips,state,county,gender,year,value1,value2,value3,value4,value5,value6
,National,,Both,1997,24.61,24.33,24.94,19.9,19.67,20.24
,Alabama,,Both,1997,26.63,25.84,27.38,21.83,21.19,22.55
01001,Alabama,Autauga County,Both,1997,27.01,23.05,31.14,22.52,19.38,26.37
01003,Alabama,Baldwin County,Both,1997,25.9,22.46,29.68,21.1,17.95,24.6
01005,Alabama,Barbour County,Both,1997,28.93,24.36,33.25,23.57,19.48,27.49
01007,Alabama,Bibb County,Both,1997,30.08,25.89,34.67,25.19,21.29,29.58
01009,Alabama,Blount County,Both,1997,29.39,25.18,33.88,24.45,20.89,28.52
01011,Alabama,Bullock County,Both,1997,28.01,23.81,32.7,22.33,18.44,26.7
01013,Alabama,Butler County,Both,1997,27.51,23.6,32.02,22.68,19.07,26.7
01015,Alabama,Calhoun County,Both,1997,28.59,24.7,32.64,24.34,21.05,28.38
01017,Alabama,Chambers County,Both,1997,28.57,24.49,33.06,23.88,20.23,28.02
01019,Alabama,Cherokee County,Both,1997,29.98,25.43,34.79,26.1,22.11,30.76
01021,Alabama,Chilton County,Both,1997,29.6,25.53,34.03,25.09,21.17,29.48
01023,Alabama,Choctaw County,Both,1997,26.39,22.28,31.18,21.39,17.85,25.25
01025,Alabama,Clarke County,Both,1997,26.17,22.2,31.05,21.29,17.8,25.7
01027,Alabama,Clay County,Both,1997,28.81,24.39,33.47,24.58,20.54,29.11
01029,Alabama,Cleburne County,Both,1997,29.77,24.83,34.94,25.95,21.47,31.44
01031,Alabama,Coffee County,Both,1997,25.48,21.58,29.51,21.02,17.5,24.71
01033,Alabama,Colbert County,Both,1997,27.71,23.98,32.01,23.01,19.36,26.92
01035,Alabama,Conecuh County,Both,1997,27.23,23,31.96,22.4,18.9,26.9
01037,Alabama,Coosa County,Both,1997,28.34,23.82,32.64,23.21,19.13,27.26
01039,Alabama,Covington County,Both,1997,27.83,23.67,32.45,24.19,20.16,28.41
01041,Alabama,Crenshaw County,Both,1997,27.98,23.61,32.81,23.78,20.01,28.17
01043,Alabama,Cullman County,Both,1997,29.1,25.22,33.67,24.95,21.31,29.12
01045,Alabama,Dale County,Both,1997,27.74,23.82,32.01,22.44,19.08,26.53
01047,Alabama,Dallas County,Both,1997,27.24,23.23,32.06,21.02,17.53,25.43
01049,Alabama,DeKalb County,Both,1997,30.55,26.02,35.19,26.44,22.18,30.8
01051,Alabama,Elmore County,Both,1997,26.46,22.43,30.7,22.08,18.41,26.26
01053,Alabama,Escambia County,Both,1997,29.97,25.61,34.85,25.36,21.42,29.98
01055,Alabama,Etowah County,Both,1997,30.05,26.33,34.31,25.03,21.47,28.98
01057,Alabama,Fayette County,Both,1997,28.73,24.34,33.43,24.88,20.86,29.39
01059,Alabama,Franklin County,Both,1997,29.51,25.51,34.43,25.37,21.41,29.88
01061,Alabama,Geneva County,Both,1997,29.75,25.35,33.98,25.24,21.39,29.82
01063,Alabama,Greene County,Both,1997,25.1,20.94,29.62,18.83,15.28,22.63
01065,Alabama,Hale County,Both,1997,26.92,22.95,31.4,21.47,17.85,25.66
01067,Alabama,Henry County,Both,1997,27.21,22.81,31.75,22.14,18.61,26.28
01069,Alabama,Houston County,Both,1997,27.4,23.57,31.44,22.18,18.61,25.98
01071,Alabama,Jackson County,Both,1997,31.55,27.35,36.35,27.27,23.31,31.78
01073,Alabama,Jefferson County,Both,1997,25.87,23.54,28.39,20.2,18.06,22.59
01075,Alabama,Lamar County,Both,1997,28.7,24.23,33.43,24.46,20.55,28.93
01077,Alabama,Lauderdale County,Both,1997,26.51,22.55,30.42,22.22,18.49,26.09
01079,Alabama,Lawrence County,Both,1997,29.83,25.44,35.07,25.33,21.33,29.94
